Index,Indx Code,Grp,Short Desc,Orig,Size1,Size2,Desc,Size1 Dec,Size2 Dec
1213,5,FLG-BLIND,BLIND FLANGE,2" 600# RF BLIND FLANGE A350-LF2 CL-1  W/SW .75" TAP IN CENTER,2",,600# RF BLIND FLANGE A350-LF2 CL-1  W/SW .75" TAP IN CENTER,2,0
1214,5,FLG-BLIND,BLIND FLANGE,2" 600# RF BLIND FLANGE SA105N CS,2",,600# RF BLIND FLANGE SA105N CS,2,0
1215,5,FLG-BLIND,BLIND FLANGE,2" 600# RF BLIND FLANGE SA105N CS DRILL & TAPPED FOR .5" NPT,2",,600# RF BLIND FLANGE SA105N CS DRILL & TAPPED FOR .5" NPT,2,0
1216,16,FLG,FLANGE-WN,2" 600# RFWN FLANGE A105N CS S/80 BORE,2",,600# RFWN FLANGE A105N CS S/80 BORE,2,0
1217,16,FLG,FLANGE-WN,2" 600# RFWN FLANGE A182-F304/304L SS S/80s BORE,2",,600# RFWN FLANGE A182-F304/304L SS S/80s BORE,2,0
1218,16,FLG,FLANGE-WN,2" 600# RFWN FLANGE A350-LF2 CLASS1 S/80 BORE LTCS,2",,600# RFWN FLANGE A350-LF2 CLASS1 S/80 BORE LTCS,2,0
1219,16,FLG,FLANGE-WN,2" 600# RFWN FLANGE SA105N CS S/80 BORE,2",,600# RFWN FLANGE SA105N CS S/80 BORE,2,0
1220,38,MISC,ROUND PLUG,2" 600# THREAD-O-RING FLANGED FITTING 2" S/160, STD PLUG, ,2",,600# THREAD-O-RING FLANGED FITTING 2" S/160, STD PLUG,,2,0
1221,18,FTG,90D EL,2" 6000# SW 90D ELL A105 CS,2",,6000# SW 90D ELL A105 CS,2,0
1222,21,FTG,COUPLING,2" 6000# SW COUPLING A105 CS,2",,6000# SW COUPLING A105 CS,2,0
1223,32,FTG,TEE,2" 6000# SW TEE A105 CS,2",,6000# SW TEE A105 CS,2,0
1224,51,SP-ITEM,STRAINER,2" 800# SW STRAINER A105 CS,2",,800# SW STRAINER A105 CS,2,0
1225,18,FTG,90D EL,2" 90 ELL 3000# SW, CS A105,2",,90 ELL 3000# SW, CS A105,2,0
1226,52,SUPT,ANGLE,2" ANGLE SUPPORT "STRAIGHT" TYPE "A" SHAPE (L= 1.75"),2",,ANGLE SUPPORT "STRAIGHT" TYPE "A" SHAPE (L= 1.75"),2,0
1227,18,FTG,90D EL,2" BASE SUPPORT CS /ALLOY PIPE OR 90° ELL ON CONCRETE TYPE "B" (L=1'-2"),2",,BASE SUPPORT CS /ALLOY PIPE OR 90° ELL ON CONCRETE TYPE "B" (L=1'-2"),2,0
1228,17,FTG,45D EL,2" BW 45D ELL A234-WPB SMLS CS S/80 BORE,2",,BW 45D ELL A234-WPB SMLS CS S/80 BORE,2,0
1229,20,FTG,CAP,2" BW CAP S/80 BORE A234-WPB SMLS CS,2",,BW CAP S/80 BORE A234-WPB SMLS CS,2,0
1230,18,FTG,90D EL,2" BW LR 90D ELL A234-WPB SMLS CS S/80 BORE,2",,BW LR 90D ELL A234-WPB SMLS CS S/80 BORE,2,0
1231,32,FTG,TEE,2" BW TEE A234-WPB SMLS CS S/40 BORE,2",,BW TEE A234-WPB SMLS CS S/40 BORE,2,0
1232,32,FTG,TEE,2" BW TEE A234-WPB SMLS CS S/80 BORE,2",,BW TEE A234-WPB SMLS CS S/80 BORE,2,0
1233,32,FTG,TEE,2" BW TEE A234-WPB SMLS CS S/XS BORE,2",,BW TEE A234-WPB SMLS CS S/XS BORE,2,0
1234,32,FTG,TEE,2" BW TEE A403-WP304/304L SEAMLESS SS S/40s BORE,2",,BW TEE A403-WP304/304L SEAMLESS SS S/40s BORE,2,0
1235,32,FTG,TEE,2" BW TEE A403-WP316/316L SS WELDED S/10s BORE DUAL GRADE,2",,BW TEE A403-WP316/316L SS WELDED S/10s BORE DUAL GRADE,2,0
1236,32,FTG,TEE,2" BW TEE A420-WPL-6 SEAMLESS S/XS BORE LTCS,2",,BW TEE A420-WPL-6 SEAMLESS S/XS BORE LTCS,2,0
1237,32,FTG,TEE,2" BW TEE S/80 BORE A420-WPL6 LTCS SEAMLESS,2",,BW TEE S/80 BORE A420-WPL6 LTCS SEAMLESS,2,0
1238,32,FTG,TEE,2" BW TEE S/80 BORE A420-WPL6 LTCS SEAMLESS FBE,2",,BW TEE S/80 BORE A420-WPL6 LTCS SEAMLESS FBE,2,0
1239,20,FTG,CAP,2" CAMLOCK 304SS FEMALE CAM & GROOVE DUST CAP,2",,CAMLOCK 304SS FEMALE CAM & GROOVE DUST CAP,2,0
1240,48,SP-ITEM,CAMLOCK ADAPTER,2" CAMLOCK 304SS MALE CAM & GROOVE ADAPTER x FNPT,2",,CAMLOCK 304SS MALE CAM & GROOVE ADAPTER x FNPT,2,0
1241,21,FTG,COUPLING,2" COUPLING FULL 3000# SW, CS A105,2",,COUPLING FULL 3000# SW, CS A105,2,0
1242,17,FTG,45D EL,2" ELL S80S BW LR 45 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",,ELL S80S BW LR 45 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,0
1243,18,FTG,90D EL,2" ELL S80S BW LR 90 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",,ELL S80S BW LR 90 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,0
1244,17,FTG,45D EL,2" ELL SCH. 80S BW LR 45 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",,ELL SCH. 80S BW LR 45 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,0
1245,18,FTG,90D EL,2" ELL SCH. 80S BW LR 90 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",,ELL SCH. 80S BW LR 90 CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,0
1246,5,FLG-BLIND,BLIND FLANGE,2" FLANGE BLIND 300# RF, CS A105,2",,FLANGE BLIND 300# RF, CS A105,2,0
1247,14,FLG,FLANGE-SW,2" FLANGE SW 300# RF, SCH.80, CS A105,2",,FLANGE SW 300# RF, SCH.80, CS A105,2,0
1248,5,FLG-BLIND,BLIND FLANGE,2" FLG 1500 BLIND RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2",,FLG 1500 BLIND RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2,0
1249,5,FLG-BLIND,BLIND FLANGE,2" FLG 1500# BLIND RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2",,FLG 1500# BLIND RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2,0
1250,34,FTG,UNION,2" FMC FIGURE 400 HAMMER UNION    OR,2",,FMC FIGURE 400 HAMMER UNION    OR,2,0
1251,58,SUPT,CLEVIS_BEAM ATTACH,2" HANGER ASSEMBLY CLEVIS/BOLTED BEAM ATTACHMENT (L= 1'-6 1/2"),2",,HANGER ASSEMBLY CLEVIS/BOLTED BEAM ATTACHMENT (L= 1'-6 1/2"),2,0
1252,48,SP-ITEM,CAMLOCK ADAPTER,2" KAMLOK ADAPTER, FEMALE NPT 316SS,2",,KAMLOK ADAPTER, FEMALE NPT 316SS,2,0
1253,9,FLG,FLANGE-LOK-RING,2" LOK-RING COUPLING CL3000 CS MAS-3000-CPL-P32,2",,LOK-RING COUPLING CL3000 CS MAS-3000-CPL-P32,2,0
1254,9,FLG,FLANGE-LOK-RING,2" LOK-RING TEE S/40s 316/316L SS A276OR A479 GRADE 316L,2",,LOK-RING TEE S/40s 316/316L SS A276OR A479 GRADE 316L,2,0
1255,18,FTG,90D EL,2" LR 90° ELL A234-WPB SMLS CS S/80 BORE,2",,LR 90° ELL A234-WPB SMLS CS S/80 BORE,2,0
1256,18,FTG,90D EL,2" LR 90D ELL A234-WPB SMLS CS S/160 BORE,2",,LR 90D ELL A234-WPB SMLS CS S/160 BORE,2,0
1257,18,FTG,90D EL,2" LR 90D ELL A234-WPB SMLS CS S/40 BORE,2",,LR 90D ELL A234-WPB SMLS CS S/40 BORE,2,0
1258,18,FTG,90D EL,2" LR 90D ELL A234-WPB SMLS CS S/80 BORE,2",,LR 90D ELL A234-WPB SMLS CS S/80 BORE,2,0
1259,18,FTG,90D EL,2" LR 90D ELL A234-WPB SMLS CS S/STD BORE,2",,LR 90D ELL A234-WPB SMLS CS S/STD BORE,2,0
1260,18,FTG,90D EL,2" LR 90D ELL A234-WPB SMLS CS S/XS BORE,2",,LR 90D ELL A234-WPB SMLS CS S/XS BORE,2,0
1261,18,FTG,90D EL,2" LR 90D ELL A403-WP304/304L S/10s SEAMLESS SS,2",,LR 90D ELL A403-WP304/304L S/10s SEAMLESS SS,2,0
1262,18,FTG,90D EL,2" LR 90D ELL A403-WP304/304L SEAMLESS SS S/40s BORE,2",,LR 90D ELL A403-WP304/304L SEAMLESS SS S/40s BORE,2,0
1263,18,FTG,90D EL,2" LR 90D ELL A403-WP304/304L SS S/10s BORE,2",,LR 90D ELL A403-WP304/304L SS S/10s BORE,2,0
1264,18,FTG,90D EL,2" LR 90D ELL A403-WP304/304L-S S/40s BORE SEAMLESS,2",,LR 90D ELL A403-WP304/304L-S S/40s BORE SEAMLESS,2,0
1265,18,FTG,90D EL,2" LR 90D ELL A403-WP304/304L-S SEAMLESS S/80s BORE,2",,LR 90D ELL A403-WP304/304L-S SEAMLESS S/80s BORE,2,0
1266,18,FTG,90D EL,2" LR 90D ELL A403-WP316/316L S/10s SEAMLESS SS,2",,LR 90D ELL A403-WP316/316L S/10s SEAMLESS SS,2,0
1267,18,FTG,90D EL,2" LR 90D ELL A403-WP316/316L S/40s SEAMLESS SS,2",,LR 90D ELL A403-WP316/316L S/40s SEAMLESS SS,2,0
1268,18,FTG,90D EL,2" LR 90D ELL A403-WP316/316L SS SMLS S/10s BORE,2",,LR 90D ELL A403-WP316/316L SS SMLS S/10s BORE,2,0
1269,18,FTG,90D EL,2" LR 90D ELL A403-WP316/316L SS SMLS S/160 BORE,2",,LR 90D ELL A403-WP316/316L SS SMLS S/160 BORE,2,0
1270,18,FTG,90D EL,2" LR 90D ELL A420-WPL6 S/80 BORE SEAMLESS LTCS,2",,LR 90D ELL A420-WPL6 S/80 BORE SEAMLESS LTCS,2,0
1271,18,FTG,90D EL,2" LR 90D ELL A420-WPL6 S/80 BORE SEAMLESS LTCS FBE,2",,LR 90D ELL A420-WPL6 S/80 BORE SEAMLESS LTCS FBE,2,0
1272,18,FTG,90D EL,2" LR 90D ELL A420-WPL-6 SEAMLESS S/XS LTCS,2",,LR 90D ELL A420-WPL-6 SEAMLESS S/XS LTCS,2,0
1273,18,FTG,90D EL,2" LR 90D ELL ALLOY C276-B366-WPHC276S S/40s BORE,2",,LR 90D ELL ALLOY C276-B366-WPHC276S S/40s BORE,2,0
1274,18,FTG,90D EL,2" LR 90D ELL SA234-WPB SMLS CS S/40 BORE,2",,LR 90D ELL SA234-WPB SMLS CS S/40 BORE,2,0
1275,37,MISC,ROUND BAR,2" PE ROUND PLUG A105 CS,2",,PE ROUND PLUG A105 CS,2,0
1276,46,PIP,PIPE,2" PIPE PE, SCH.80, CS A106-B SMLS,2",,PIPE PE, SCH.80, CS A106-B SMLS,2,0
1277,46,PIP,PIPE,2" PIPE S/10s BORE A312-TP304/304L SS DUAL MARKED,2",,PIPE S/10s BORE A312-TP304/304L SS DUAL MARKED,2,0
1278,46,PIP,PIPE,2" PIPE S80S SS WLD CE A790 TYPE 2205 (UNS S32205),2",,PIPE S80S SS WLD CE A790 TYPE 2205 (UNS S32205),2,0
1279,46,PIP,PIPE,2" PIPE SUPPORTE-Z LINE U-BOLT WITH I-ROD SCH-UBIR-2",2",,PIPE SUPPORTE-Z LINE U-BOLT WITH I-ROD SCH-UBIR-2",2,0
1280,2,B_G,GASKET,2" RING GASKET 1500 R24 RING JOINT 316L SST-OVAL,2",,RING GASKET 1500 R24 RING JOINT 316L SST-OVAL,2,0
1281,37,MISC,ROUND BAR,2" ROUND THREADED PLUG A182-F347 SS  SOLUTION ANNEALED & CORROSION TESTING,2",,ROUND THREADED PLUG A182-F347 SS  SOLUTION ANNEALED & CORROSION TESTING,2,0
1282,16,FLG,FLANGE-WN,2" RTJWN FLG 1500 S80S WN RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2",,RTJWN FLG 1500 S80S WN RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2,0
1283,16,FLG,FLANGE-WN,2" RTJWN FLG 1500# SCH 80S WN RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2",,RTJWN FLG 1500# SCH 80S WN RJ 63AA CE ALLOY 2205 SS A182-F51 (UNS S32205),2,0
1284,46,PIP,PIPE,2" S/10 A312-TP316/316L SS SEAMLESS PIPE DUAL GRADE,2",,S/10 A312-TP316/316L SS SEAMLESS PIPE DUAL GRADE,2,0
1285,46,PIP,PIPE,2" S/10S A312-TP304/304L SEAMLESS PIPE,2",,S/10S A312-TP304/304L SEAMLESS PIPE,2,0
1286,46,PIP,PIPE,2" S/10s A312-TP304/304L SS SEAMLESS PIPE,2",,S/10s A312-TP304/304L SS SEAMLESS PIPE,2,0
1287,46,PIP,PIPE,2" S/10S A312-TP316/316L SEAMLESS PIPE,2",,S/10S A312-TP316/316L SEAMLESS PIPE,2,0
1288,46,PIP,PIPE,2" S/160 A106B SMLS CS PIPE,2",,S/160 A106B SMLS CS PIPE,2,0
1289,46,PIP,PIPE,2" S/160 A312-TP316/316L SS SEAMLESS PIPE DUAL GRADE,2",,S/160 A312-TP316/316L SS SEAMLESS PIPE DUAL GRADE,2,0
1290,46,PIP,PIPE,2" S/160 BORE A106B SMLS CS PIPE ,2",,S/160 BORE A106B SMLS CS PIPE,2,0
1291,46,PIP,PIPE,2" S/160 BORE A106B SMLS KILLED CS PIPE,2",,S/160 BORE A106B SMLS KILLED CS PIPE,2,0
1292,43,OLET,SOL,2" S/160s A312-TP347 SS SEAMLESS PIPE SOLUTION ANNEALED & CORROSION TESTING,2",,S/160s A312-TP347 SS SEAMLESS PIPE SOLUTION ANNEALED & CORROSION TESTING,2,0
1293,46,PIP,PIPE,2" S/40 BORE A106B SEAMLESS CS PIPE,2",,S/40 BORE A106B SEAMLESS CS PIPE,2,0
1294,46,PIP,PIPE,2" S/40 BORE A312-TP304 SS SEAMLESS PIPE,2",,S/40 BORE A312-TP304 SS SEAMLESS PIPE,2,0
1295,46,PIP,PIPE,2" S/40 BORE A587/A106B GALVANIZED PIPE,2",,S/40 BORE A587/A106B GALVANIZED PIPE,2,0
1296,46,PIP,PIPE,2" S/40s A312-TP304/304L SEAMLESS SS PIPE,2",,S/40s A312-TP304/304L SEAMLESS SS PIPE,2,0
1297,46,PIP,PIPE,2" S/40s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,2",,S/40s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,2,0
1298,46,PIP,PIPE,2" S/80 A106B SEAMLESS CS PIPE,2",,S/80 A106B SEAMLESS CS PIPE,2,0
1299,46,PIP,PIPE,2" S/80 A106B SMLS CS PIPE,2",,S/80 A106B SMLS CS PIPE,2,0
1300,46,PIP,PIPE,2" S/80 A312-TP317L SEAMLESS SS PIPE,2",,S/80 A312-TP317L SEAMLESS SS PIPE,2,0
1301,46,PIP,PIPE,2" S/80 BORE A106 B SMLS CS PIPE,2",,S/80 BORE A106 B SMLS CS PIPE,2,0
1302,46,PIP,PIPE,2" S/80 BORE A106B SMLS CS PIPE,2",,S/80 BORE A106B SMLS CS PIPE,2,0
1303,46,PIP,PIPE,2" S/80 BORE A106B SMLS CS PIPE T&C,2",,S/80 BORE A106B SMLS CS PIPE T&C,2,0
1304,46,PIP,PIPE,2" S/80 BORE A106B SMLS GALVANIZED CS PIPE (THRD & COUPLED),2",,S/80 BORE A106B SMLS GALVANIZED CS PIPE (THRD & COUPLED),2,0
1305,46,PIP,PIPE,2" S/80 BORE A333 SMLS CS PIPE,2",,S/80 BORE A333 SMLS CS PIPE,2,0
1306,46,PIP,PIPE,2" S/80 BORE A333 SMLS CS PIPE FBE,2",,S/80 BORE A333 SMLS CS PIPE FBE,2,0
1307,46,PIP,PIPE,2" S/80 BORE SA106B SMLS CS PIPE,2",,S/80 BORE SA106B SMLS CS PIPE,2,0
1308,46,PIP,PIPE,2" S/80s A312-TP304/304L SEAMLESS SS PIPE,2",,S/80s A312-TP304/304L SEAMLESS SS PIPE,2,0
1309,46,PIP,PIPE,2" S/80s A312-TP316 SEAMLESS SS PIPE,2",,S/80s A312-TP316 SEAMLESS SS PIPE,2,0
1310,46,PIP,PIPE,2" S/STD BORE A106B SEAMLESS CS PIPE ,2",,S/STD BORE A106B SEAMLESS CS PIPE,2,0
1311,46,PIP,PIPE,2" S/XS A106B SEAMLESS CS PIPE,2",,S/XS A106B SEAMLESS CS PIPE,2,0
1312,46,PIP,PIPE,2" S/XS A106B SMLS CS PIPE,2",,S/XS A106B SMLS CS PIPE,2,0
1313,46,PIP,PIPE,2" S/XS A333-GRADE 6 SEAMLESS LTCS PIPE,2",,S/XS A333-GRADE 6 SEAMLESS LTCS PIPE,2,0
1314,46,PIP,PIPE,2" S/XS A795 GALVANIZED PIPE T&C,2",,S/XS A795 GALVANIZED PIPE T&C,2,0
1315,46,PIP,PIPE,2" S/XS BORE A106B SMLS CS PIPE,2",,S/XS BORE A106B SMLS CS PIPE,2,0
1316,46,PIP,PIPE,2" S/XS BORE A106B SMLS KILLED CS PIPE,2",,S/XS BORE A106B SMLS KILLED CS PIPE,2,0
1317,16,FLG,FLANGE-WN,2" SAE 4-BOLT WN FLANGE, CODE 61, O-RING FACE, ,2",,SAE 4-BOLT WN FLANGE, CODE 61, O-RING FACE,,2,0
1318,16,FLG,FLANGE-WN,2" SAE 4-BOLT WN FLANGE, CODE 62, FLAT FACE, ,2",,SAE 4-BOLT WN FLANGE, CODE 62, FLAT FACE,,2,0
1319,16,FLG,FLANGE-WN,2" SAE 4-BOLT WN FLANGE, CODE 62, O-RING FACE, ,2",,SAE 4-BOLT WN FLANGE, CODE 62, O-RING FACE,,2,0
1320,29,FTG,STUB-END,2" SHORT PATTERN STUB-END A182-F316/316L SS S/10s BORE,2",,SHORT PATTERN STUB-END A182-F316/316L SS S/10s BORE,2,0
1321,6,FLG-BLIND,SPECTACLE BLIND,2" SPECTACLE BLD 300#, CS A516-70, PER VALERO STD. AS-H10-11, xx" THK.,2",,SPECTACLE BLD 300#, CS A516-70, PER VALERO STD. AS-H10-11, xx" THK.,2,0
1322,70,SUPT,U-BOLT,2" STD U-BOLT  ANVIL FIG 137,2",,STD U-BOLT  ANVIL FIG 137,2,0
1323,32,FTG,TEE,2" TEE 3000# SW, CS A105,2",,TEE 3000# SW, CS A105,2,0
1324,32,FTG,TEE,2" TEE A403-WP304/304L S/10s SEAMLESS SS,2",,TEE A403-WP304/304L S/10s SEAMLESS SS,2,0
1325,32,FTG,TEE,2" TEE A403-WP304/304L-S S/40s BORE SEAMLESS,2",,TEE A403-WP304/304L-S S/40s BORE SEAMLESS,2,0
1326,32,FTG,TEE,2" TEE A403-WP316/316L S/10s SEAMLESS SS,2",,TEE A403-WP316/316L S/10s SEAMLESS SS,2,0
1327,32,FTG,TEE,2" TEE S80S BW CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",,TEE S80S BW CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,0
1328,32,FTG,TEE,2" TEE SCH. 80S BW  CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",,TEE SCH. 80S BW  CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,0
1329,37,MISC,ROUND BAR,2" THRD ROUND PLUG A182-F316SS,2",,THRD ROUND PLUG A182-F316SS,2,0
1330,37,MISC,ROUND BAR,2" THRD ROUND PLUG NITRONIC 60 WITH LANYARD,2",,THRD ROUND PLUG NITRONIC 60 WITH LANYARD,2,0
1331,37,MISC,ROUND BAR,2" U-BOLT GUIDE FORE BARE CS PIPE,2",,U-BOLT GUIDE FORE BARE CS PIPE,2,0
1332,79,VALVE,VALVE-GATE,2" VLV 1500 FL RTJ GATE G99A,2",,VLV 1500 FL RTJ GATE G99A,2,0
1333,37,MISC,ROUND BAR,2" WIDE x 0.150" THICK FLAT BAR SA240 TYPE 347 SS SOLUTION ANNEALED & CORROSION TESTING,2",,WIDE x 0.150" THICK FLAT BAR SA240 TYPE 347 SS SOLUTION ANNEALED & CORROSION TESTING,2,0
1334,44,OLET,TOL,2" x .5" 3000# TOL A105 CS ,2",.5",3000# TOL A105 CS,2,0.5
1335,30,FTG,SWAGE-CON,2" x .5" CON-SWAGE A234-WPB SMLS CS S/160 (BLE x TSE),2",.5",CON-SWAGE A234-WPB SMLS CS S/160 (BLE x TSE),2,0.5
1336,33,FTG,TEE-REDUCING,2" x .75 300# THRD RED TEE A197 GALVANIZED MI,2",,x .75 300# THRD RED TEE A197 GALVANIZED MI,2,0
1337,33,FTG,TEE-REDUCING,2" x .75"  300# THRD RED TEE A197-MI,2",.75",300# THRD RED TEE A197-MI,2,0.75
1338,43,OLET,SOL,2" x .75" 3000# SOL A105 CS,2",.75",3000# SOL A105 CS,2,0.75
1339,43,OLET,SOL,2" x .75" 3000# SOL A182-F304/304L SS,2",.75",3000# SOL A182-F304/304L SS,2,0.75
1340,43,OLET,SOL,2" x .75" 3000# SOL A182-F304SS ,2",.75",3000# SOL A182-F304SS,2,0.75
1341,41,OLET,EOL,2" x .75" 3000# SW EOL A105 CS,2",.75",3000# SW EOL A105 CS,2,0.75
1342,33,FTG,TEE-REDUCING,2" x .75" 3000# SW RED TEE A105 CS ,2",.75",3000# SW RED TEE A105 CS,2,0.75
1343,44,OLET,TOL,2" x .75" 3000# TOL A105 CS,2",.75",3000# TOL A105 CS,2,0.75
1344,43,OLET,SOL,2" x .75" 6000# SOL A105 CS,2",.75",6000# SOL A105 CS,2,0.75
1345,33,FTG,TEE-REDUCING,2" x .75" 6000# SW RED TEE A105 CS,2",.75",6000# SW RED TEE A105 CS,2,0.75
1346,30,FTG,SWAGE-CON,2" x .75" CON SWAGE A234-WPB SMLS CS S/XS BORE (BLExPSE),2",.75",CON SWAGE A234-WPB SMLS CS S/XS BORE (BLExPSE),2,0.75
1347,30,FTG,SWAGE-CON,2" x .75" CON SWAGE S/XS x S/160 A234-WPB SMLS CS (PBE),2",.75",CON SWAGE S/XS x S/160 A234-WPB SMLS CS (PBE),2,0.75
1348,30,FTG,SWAGE-CON,2" x .75" CONC-SWAGE A234-WPB SMLS S/80 BORE GALVANIZED CS (TBE),2",.75",CONC-SWAGE A234-WPB SMLS S/80 BORE GALVANIZED CS (TBE),2,0.75
1349,30,FTG,SWAGE-CON,2" X .75" CONC-SWAGE A420-WPL6 S/XS SEAMLESS LTCS (BLExPSE),2",.75",CONC-SWAGE A420-WPL6 S/XS SEAMLESS LTCS (BLExPSE),2,0.75
1350,30,FTG,SWAGE-CON,2" x .75" CONC-SWAGE S/80 x S/160 BORE A420-WPL6 (BLE x PSE),2",.75",CONC-SWAGE S/80 x S/160 BORE A420-WPL6 (BLE x PSE),2,0.75
1351,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE A106B SMLS CS S/80 BORE (PBE),2",.75",CON-SWAGE A106B SMLS CS S/80 BORE (PBE),2,0.75
1352,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE A234-WPB SMLS CS S/80 BORE (PBE),2",.75",CON-SWAGE A234-WPB SMLS CS S/80 BORE (PBE),2,0.75
1353,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),2",.75",CON-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),2,0.75
1354,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE A234-WPB SMLS CS S/80 x S/160 BORE (PBE),2",.75",CON-SWAGE A234-WPB SMLS CS S/80 x S/160 BORE (PBE),2,0.75
1355,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE A234-WPB SMLS CS S/STD x S/XS SEAMLESS (BLExPSE),2",.75",CON-SWAGE A234-WPB SMLS CS S/STD x S/XS SEAMLESS (BLExPSE),2,0.75
1356,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE A234-WPB SMLS CS S/XS BORE (PBE),2",.75",CON-SWAGE A234-WPB SMLS CS S/XS BORE (PBE),2,0.75
1357,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE S/160 BORE A234-WPB SMLS CS (TBE),2",.75",CON-SWAGE S/160 BORE A234-WPB SMLS CS (TBE),2,0.75
1358,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE S/80 x S/160 BORE A234-WPB SMLS CS (PBE),2",.75",CON-SWAGE S/80 x S/160 BORE A234-WPB SMLS CS (PBE),2,0.75
1359,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE S/XS BORE A234-WPB SMLS CS (PBE),2",.75",CON-SWAGE S/XS BORE A234-WPB SMLS CS (PBE),2,0.75
1360,30,FTG,SWAGE-CON,2" x .75" CON-SWAGE S/XS BORE A234-WPB SMLS GALVANIZED CS (TBE),2",.75",CON-SWAGE S/XS BORE A234-WPB SMLS GALVANIZED CS (TBE),2,0.75
1361,23,FTG,CWR,2" x .75" CWR A403-WP316/316L S/10s  SEAMLESS SS,2",.75",CWR A403-WP316/316L S/10s  SEAMLESS SS,2,0.75
1362,31,FTG,SWAGE-ECC,2" x .75" ECC-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),2",.75",ECC-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),2,0.75
1363,39,NIP,NIPPLE,2" x .75" X 3.5" LONG NIP-O-LET S/XXS A105 CS (PE),2",.75",X 3.5" LONG NIP-O-LET S/XXS A105 CS (PE),2,0.75
1364,23,FTG,CWR,2" X 1 1/2" CON RED SCH. 80S X SCH 80S  BW  CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",1 1/2",CON RED SCH. 80S X SCH 80S  BW  CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,1.5
1365,23,FTG,CWR,2" x 1 1/2" CONC RED S80S  X S40S BW CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2",1 1/2",CONC RED S80S  X S40S BW CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),2,1.5
1366,33,FTG,TEE-REDUCING,2" x 1" 2000# THRD RED TEE A105 GALVANIZED CS,2",1",2000# THRD RED TEE A105 GALVANIZED CS,2,1
1367,43,OLET,SOL,2" x 1" 3000# SOL A350-LF2 CLASS 1 LTCS,2",1",3000# SOL A350-LF2 CLASS 1 LTCS,2,1
1368,33,FTG,TEE-REDUCING,2" x 1" 3000# SW RED TEE A105 CS ,2",1",3000# SW RED TEE A105 CS,2,1
1369,43,OLET,SOL,2" x 1" 6000# SOL A105 CS ,2",1",6000# SOL A105 CS,2,1
1370,25,FTG,LATROLET,2" x 1" 6000# SW LOL A105 CS ,2",1",6000# SW LOL A105 CS,2,1
1371,33,FTG,TEE-REDUCING,2" x 1" 6000# SW RED TEE A105 CS,2",1",6000# SW RED TEE A105 CS,2,1
1372,33,FTG,TEE-REDUCING,2" x 1" BW RED TEE S/10s A403-WP316/316L SS SMLS DUAL GRADE "D M",2",1",BW RED TEE S/10s A403-WP316/316L SS SMLS DUAL GRADE "D M",2,1
