Index,Indx Code,Grp,Short Desc,Orig,Size1,Size2,Desc,Size1 Dec,Size2 Dec
1029,45,OLET,WOL,12" x 2" WOL A350-LF2 CLASS 1 LTCS S/STD x S/XS,12",2",WOL A350-LF2 CLASS 1 LTCS S/STD x S/XS,12,2
1030,24,FTG,EWR,12" x 6" EWR A234-WPB SMLS CS S/XS BORE SEAMLESS KILLED CS,12",6",EWR A234-WPB SMLS CS S/XS BORE SEAMLESS KILLED CS,12,6
1031,13,FLG,FLANGE-SLIP-ON-REDUCING,12" x 6" RF REDUCING SLIP ON FLANGE A105 KILLED CS,12",6",RF REDUCING SLIP ON FLANGE A105 KILLED CS,12,6
1032,45,OLET,WOL,12" x 6" WOL A105 CS S/STD BORE,12",6",WOL A105 CS S/STD BORE,12,6
1033,33,FTG,TEE-REDUCING,12" x 8" BW RED TEE A234-WPB SMLS CS S/STD BORE,12",8",BW RED TEE A234-WPB SMLS CS S/STD BORE,12,8
1034,23,FTG,CWR,12" x 8" CWR ALLOY-C276 B366-WPHC276S S/10s x S/10s,12",8",CWR ALLOY-C276 B366-WPHC276S S/10s x S/10s,12,8
1035,24,FTG,EWR,12" x 8" EWR A234-WPB SMLS CS S/STD BORE,12",8",EWR A234-WPB SMLS CS S/STD BORE,12,8
1036,47,PIP,ROLLED/WELDED PLATE,120" x .25" x 12'-6" LONG ROLLED TO 48" OD 304/304L SS,120",.25",x 12'-6" LONG ROLLED TO 48" OD 304/304L SS,120,0.25
1037,5,FLG-BLIND,BLIND FLANGE,14" 150# RF BLIND FLANGE A105N CS,14",,150# RF BLIND FLANGE A105N CS,14,0
1038,16,FLG,FLANGE-WN,14" 150# RFWN FLANGE A105 CS S/STD BORE,14",,150# RFWN FLANGE A105 CS S/STD BORE,14,0
1039,16,FLG,FLANGE-WN,14" 150# RFWN FLANGE A105N CS S/STD BORE,14",,150# RFWN FLANGE A105N CS S/STD BORE,14,0
1040,16,FLG,FLANGE-WN,14" 150# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,14",,150# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,14,0
1041,16,FLG,FLANGE-WN,14" 150# RFWN FLANGEA105 CS S/STD BORE,14",,150# RFWN FLANGEA105 CS S/STD BORE,14,0
1042,16,FLG,FLANGE-WN,14" 150# RFWN FLANGES A105 CS S/STD BORE,14",,150# RFWN FLANGES A105 CS S/STD BORE,14,0
1043,6,FLG-BLIND,SPECTACLE BLIND,14" 150# SPEC BLIND A516-70 .75" THICK,14",,150# SPEC BLIND A516-70 .75" THICK,14,0
1044,6,FLG-BLIND,SPECTACLE BLIND,14" 300# RF SPEC BLIND ALLOY C276/B575/API-590,14",,300# RF SPEC BLIND ALLOY C276/B575/API-590,14,0
1045,16,FLG,FLANGE-WN,14" 300# RFWN FLANGE A105 CS S/STD BORE,14",,300# RFWN FLANGE A105 CS S/STD BORE,14,0
1046,16,FLG,FLANGE-WN,14" 300# RFWN FLANGE A105 CS S/XS BORE,14",,300# RFWN FLANGE A105 CS S/XS BORE,14,0
1047,16,FLG,FLANGE-WN,14" 300# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,14",,300# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,14,0
1048,17,FTG,45D EL,14" 45D ELL A234-WPB SMLS CS S/STD BORE,14",,45D ELL A234-WPB SMLS CS S/STD BORE,14,0
1049,20,FTG,CAP,14" BW CAP A234-WPB SMLS CS S/STD BORE,14",,BW CAP A234-WPB SMLS CS S/STD BORE,14,0
1050,18,FTG,90D EL,14" LR 90D ELL A234-WPB SMLS CS S/STD BORE,14",,LR 90D ELL A234-WPB SMLS CS S/STD BORE,14,0
1051,18,FTG,90D EL,14" LR 90D ELL ALLOY C276-B366-WPHC276S S/10s BORE,14",,LR 90D ELL ALLOY C276-B366-WPHC276S S/10s BORE,14,0
1052,46,PIP,PIPE,14" S/10s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,14",,S/10s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,14,0
1053,46,PIP,PIPE,14" S/STD BORE A106B SMLS CS PIPE,14",,S/STD BORE A106B SMLS CS PIPE,14,0
1054,43,OLET,SOL,14" x .75" 3000# SOL A105 CS,14",.75",3000# SOL A105 CS,14,0.75
1055,43,OLET,SOL,14" x 1" 3000# SOL A105 CS,14",1",3000# SOL A105 CS,14,1
1056,44,OLET,TOL,14" x 1" 3000# TOL A105 CS,14",1",3000# TOL A105 CS,14,1
1057,23,FTG,CWR,14" x 12" CWR A234-WPB SMLS CS S/XS x S/STD BORE,14",12",CWR A234-WPB SMLS CS S/XS x S/STD BORE,14,12
1058,24,FTG,EWR,14" x 12" EWR A234-WPB SMLS CS S/STD BORE SEAMLESS,14",12",EWR A234-WPB SMLS CS S/STD BORE SEAMLESS,14,12
1059,45,OLET,WOL,14" x 12" WOL S/STD BORE A105 CS,14",12",WOL S/STD BORE A105 CS,14,12
1060,45,OLET,WOL,14" x 2" WOL ALLOY C276 B462 UNS-N10276 S/10s x S/40s BORE,14",2",WOL ALLOY C276 B462 UNS-N10276 S/10s x S/40s BORE,14,2
1061,45,OLET,WOL,14" x 3" WOL A105 CS S/STD  BORE,14",3",WOL A105 CS S/STD  BORE,14,3
1062,45,OLET,WOL,14" x 3" WOL A105 CS S/STD  x S/80 BORE,14",3",WOL A105 CS S/STD  x S/80 BORE,14,3
1063,45,OLET,WOL,14" x 6" WOL S/STD BORE A105 CS,14",6",WOL S/STD BORE A105 CS,14,6
1064,33,FTG,TEE-REDUCING,14" x 8" BW RED TEE A234-WPB SMLS CS S/STD BORE,14",8",BW RED TEE A234-WPB SMLS CS S/STD BORE,14,8
1065,45,OLET,WOL,14" x 8" WOL A105 CS S/STD  BORE,14",8",WOL A105 CS S/STD  BORE,14,8
1066,5,FLG-BLIND,BLIND FLANGE,16" 150# RF BLIND A105 CS,16",,150# RF BLIND A105 CS,16,0
1067,5,FLG-BLIND,BLIND FLANGE,16" 150# RF BLIND FLANGE A105 CS,16",,150# RF BLIND FLANGE A105 CS,16,0
1068,12,FLG,FLANGE-SLIP-ON,16" 150# RF SLIP-ON FLANGE A105 CS,16",,150# RF SLIP-ON FLANGE A105 CS,16,0
1069,16,FLG,FLANGE-WN,16" 150# RFWN FLANGE A105 CS S/STD BORE,16",,150# RFWN FLANGE A105 CS S/STD BORE,16,0
1070,16,FLG,FLANGE-WN,16" 150# RFWN FLANGES A105 CS S/STD BORE,16",,150# RFWN FLANGES A105 CS S/STD BORE,16,0
1071,16,FLG,FLANGE-WN,16" 300# RFWN FLANGE A182-F317L SS S/XS DUAL STAMPED,16",,300# RFWN FLANGE A182-F317L SS S/XS DUAL STAMPED,16,0
1072,17,FTG,45D EL,16" BW 45D ELL A234-WPB SMLS CS S/STD BORE,16",,BW 45D ELL A234-WPB SMLS CS S/STD BORE,16,0
1073,18,FTG,90D EL,16" LR 90D ELL A234-WPB SMLS CS S/STD BORE,16",,LR 90D ELL A234-WPB SMLS CS S/STD BORE,16,0
1074,46,PIP,PIPE,16" S/STD A106B SMLS CS PIPE,16",,S/STD A106B SMLS CS PIPE,16,0
1075,46,PIP,PIPE,16" S/STD A53B ERW PIPE,16",,S/STD A53B ERW PIPE,16,0
1076,46,PIP,PIPE,16" S/STD BORE A106B SMLS CS PIPE,16",,S/STD BORE A106B SMLS CS PIPE,16,0
1077,46,PIP,PIPE,16" S/XS A312-TP317L SEAMLESS SS PIPE,16",,S/XS A312-TP317L SEAMLESS SS PIPE,16,0
1078,18,FTG,90D EL,16" SR 90D ELL A234-WPB SMLS CS S/STD BORE,16",,SR 90D ELL A234-WPB SMLS CS S/STD BORE,16,0
1079,43,OLET,SOL,16" x .75" 3000# SOL A105 CS,16",.75",3000# SOL A105 CS,16,0.75
1080,43,OLET,SOL,16" x .75" 6000# SOL A105 CS,16",.75",6000# SOL A105 CS,16,0.75
1081,43,OLET,SOL,16" x 1" 3000# SOL A105 CS,16",1",3000# SOL A105 CS,16,1
1082,43,OLET,SOL,16" x 1.5" 3000# SOL A105 CS,16",1.5",3000# SOL A105 CS,16,1.5
1083,43,OLET,SOL,16" x 1.5" 3000# SOL A182-F317L SS,16",1.5",3000# SOL A182-F317L SS,16,1.5
1084,39,NIP,NIPPLE,16" x 1.5" x 3.5" LONG NIP-O-LET S/XS (PE),16",1.5",x 3.5" LONG NIP-O-LET S/XS (PE),16,1.5
1085,33,FTG,TEE-REDUCING,16" x 10" BW RED TEE A234-WPB SMLS CS S/STD BORE,16",10",BW RED TEE A234-WPB SMLS CS S/STD BORE,16,10
1086,45,OLET,WOL,16" x 10" WOL A182-F317L SS S/XSx S/40S,16",10",WOL A182-F317L SS S/XSx S/40S,16,10
1087,24,FTG,EWR,16" x 12" EWR A234-WPB SMLS CS S/STD BORE,16",12",EWR A234-WPB SMLS CS S/STD BORE,16,12
1088,24,FTG,EWR,16" x 12" EWR A403-WP317L SEAMLESS SS S/XS BORE,16",12",EWR A403-WP317L SEAMLESS SS S/XS BORE,16,12
1089,45,OLET,WOL,16" x 12" WOL A182-F317L SS S/XS,16",12",WOL A182-F317L SS S/XS,16,12
1090,45,OLET,WOL,16" x 6" WOL A182-F317L SS S/XSx S/40S,16",6",WOL A182-F317L SS S/XSx S/40S,16,6
1091,23,FTG,CWR,16" x 8" CWR A403-WP317L SEAMLESS SS S/XS x S/40s BORE,16",8",CWR A403-WP317L SEAMLESS SS S/XS x S/40s BORE,16,8
1092,45,OLET,WOL,16" x 8" WOL A105 CS S/STD BORE,16",8",WOL A105 CS S/STD BORE,16,8
1093,45,OLET,WOL,16" x 8" WOL A182-F317L SS S/XSx S/40S,16",8",WOL A182-F317L SS S/XSx S/40S,16,8
1094,16,FLG,FLANGE-WN,16", 300# RFWN FLANGE A350-LF2 CLASS 1 S/TRUE 40 SERIES "A" LTCS,16",,, 300# RFWN FLANGE A350-LF2 CLASS 1 S/TRUE 40 SERIES "A" LTCS,16,0
1095,5,FLG-BLIND,BLIND FLANGE,18" 150# RF BLIND 304/304L SS,18",,150# RF BLIND 304/304L SS,18,0
1096,5,FLG-BLIND,BLIND FLANGE,18" 150# RF BLIND FLANGE A105 CS ,18",,150# RF BLIND FLANGE A105 CS,18,0
1097,26,FTG,LWN,18" 150# RF LWN S/STD BORE 304/304L SS,18",,150# RF LWN S/STD BORE 304/304L SS,18,0
1098,12,FLG,FLANGE-SLIP-ON,18" 150# RF SLIP-ON FLANGE A105 CS,18",,150# RF SLIP-ON FLANGE A105 CS,18,0
1099,12,FLG,FLANGE-SLIP-ON,18" 150# RF SLIP-ON FLANGE A105 CS SERIES "B",18",,150# RF SLIP-ON FLANGE A105 CS SERIES "B",18,0
1100,16,FLG,FLANGE-WN,18" 150# RFWN FLANGE A105 CS S/STD BORE,18",,150# RFWN FLANGE A105 CS S/STD BORE,18,0
1101,18,FTG,90D EL,18" LR 90D ELL A234-WPB SMLS CS S/STD BORE,18",,LR 90D ELL A234-WPB SMLS CS S/STD BORE,18,0
1102,46,PIP,PIPE,18" S/STD A53B ERW PIPE,18",,S/STD A53B ERW PIPE,18,0
1103,46,PIP,PIPE,18" S/STD BORE A106B SMLS CS PIPE,18",,S/STD BORE A106B SMLS CS PIPE,18,0
1104,0,,,18" x 12" CASING SEAL WITH SS CLAMPS (TD WILLIAMS),18",12",CASING SEAL WITH SS CLAMPS (TD WILLIAMS),18,12
1105,56,SUPT,CASING SPACERS,18" x 12" CASING SPACERS CONCENTRIC (TD WILLIAMS),18",12",CASING SPACERS CONCENTRIC (TD WILLIAMS),18,12
1106,45,OLET,WOL,18" x 3" WOL S/STD x S/XS A105 CS,18",3",WOL S/STD x S/XS A105 CS,18,3
1107,45,OLET,WOL,18" x 3" WOL S/STD x S/XS A105 CS  OFFERING XH WOL ,18",3",WOL S/STD x S/XS A105 CS  OFFERING XH WOL,18,3
1108,45,OLET,WOL,18" x 6" WOL  A234-WPB SMLS CS S/STD BORE,18",6",WOL  A234-WPB SMLS CS S/STD BORE,18,6
1109,41,OLET,EOL,18" x 8" EOL BW S/STD BORE A234-WPB CS,18",8",EOL BW S/STD BORE A234-WPB CS,18,8
1110,46,PIP,PIPE,2 " PIPE SCH 80S SS WLD CE A790 TYPE 2205 (UNS S32205),2 ",,PIPE SCH 80S SS WLD CE A790 TYPE 2205 (UNS S32205),0,0
1111,16,FLG,FLANGE-WN,2 1/2" FLANGE WN 150# RF, SCH., CS A105,2 1/2",,FLANGE WN 150# RF, SCH., CS A105,2.5,0
1112,30,FTG,SWAGE-CON,2 1/2"x2" SWAGE CONC, SCH.80 x 80, CS A234-WPB BLE-PSE,2 1/2",2",SWAGE CONC, SCH.80 x 80, CS A234-WPB BLE-PSE,2.5,2
1113,28,FTG,REPAD,2 1/8" ID x 7" OD x .25" THICK REINFORCING PAD A36 CS (FLAT),2 1/8",,ID x 7" OD x .25" THICK REINFORCING PAD A36 CS (FLAT),2.125,0
1114,14,FLG,FLANGE-SW,2" 150# FFSW FLANGE A105 CS S/80 BORE,2",,150# FFSW FLANGE A105 CS S/80 BORE,2,0
1115,14,FLG,FLANGE-SW,2" 150# FFSW FLANGE A105 KILLED CS S/80 BORE,2",,150# FFSW FLANGE A105 KILLED CS S/80 BORE,2,0
1116,8,FLG,FLANGE-LAP JOINT,2" 150# LAP JOINT FLANGE A182-F316/316L SS,2",,150# LAP JOINT FLANGE A182-F316/316L SS,2,0
1117,17,FTG,45D EL,2" 150# MUELLER Y-STRAINER CS,2",,150# MUELLER Y-STRAINER CS,2,0
1118,5,FLG-BLIND,BLIND FLANGE,2" 150# RF BLIND A105 CS,2",,150# RF BLIND A105 CS,2,0
1119,5,FLG-BLIND,BLIND FLANGE,2" 150# RF BLIND A182-F304/304L SS,2",,150# RF BLIND A182-F304/304L SS,2,0
1120,5,FLG-BLIND,BLIND FLANGE,2" 150# RF BLIND FLANGE A105 CS ,2",,150# RF BLIND FLANGE A105 CS,2,0
1121,5,FLG-BLIND,BLIND FLANGE,2" 150# RF BLIND FLANGE A105 KILLED CS,2",,150# RF BLIND FLANGE A105 KILLED CS,2,0
1122,5,FLG-BLIND,BLIND FLANGE,2" 150# RF BLIND FLANGE A182-F304/304L SS,2",,150# RF BLIND FLANGE A182-F304/304L SS,2,0
1123,2,B_G,GASKET,2" 150# RF GASKET 316L SS FLEX GRAPH FILLER W/INNER RING 1/8" THK,2",,150# RF GASKET 316L SS FLEX GRAPH FILLER W/INNER RING 1/8" THK,2,0
1124,12,FLG,FLANGE-SLIP-ON,2" 150# RF SLIP-ON FLANGE A105 CS,2",,150# RF SLIP-ON FLANGE A105 CS,2,0
1125,15,FLG,FLANGE-THRD,2" 150# RF THRD FLANGE A105 CS ,2",,150# RF THRD FLANGE A105 CS,2,0
1126,12,FLG,FLANGE-SLIP-ON,2" 150# RFSO FLANGE A105 CS,2",,150# RFSO FLANGE A105 CS,2,0
1127,14,FLG,FLANGE-SW,2" 150# RFSW FLANGE A105 CS S/160 BORE,2",,150# RFSW FLANGE A105 CS S/160 BORE,2,0
1128,14,FLG,FLANGE-SW,2" 150# RFSW FLANGE A105 CS S/80 BORE,2",,150# RFSW FLANGE A105 CS S/80 BORE,2,0
1129,14,FLG,FLANGE-SW,2" 150# RFSW FLANGE A105 CS S/XS BORE,2",,150# RFSW FLANGE A105 CS S/XS BORE,2,0
1130,14,FLG,FLANGE-SW,2" 150# RFSW FLANGE A105 KILLED CS S/80 BORE,2",,150# RFSW FLANGE A105 KILLED CS S/80 BORE,2,0
1131,14,FLG,FLANGE-SW,2" 150# RFSW FLANGE A105 KILLED CS S/XS BORE,2",,150# RFSW FLANGE A105 KILLED CS S/XS BORE,2,0
1132,14,FLG,FLANGE-SW,2" 150# RFSW FLANGE S/80s A182-F316SS,2",,150# RFSW FLANGE S/80s A182-F316SS,2,0
1133,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A105 CS S/40 BORE,2",,150# RFWN FLANGE A105 CS S/40 BORE,2,0
1134,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A105 CS S/80 BORE,2",,150# RFWN FLANGE A105 CS S/80 BORE,2,0
1135,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A105 CS S/STD BORE,2",,150# RFWN FLANGE A105 CS S/STD BORE,2,0
1136,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A105 CS S/XS BORE,2",,150# RFWN FLANGE A105 CS S/XS BORE,2,0
1137,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A182-F304/304L SS S/10s BORE,2",,150# RFWN FLANGE A182-F304/304L SS S/10s BORE,2,0
1138,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A182-F304/304L SS S/40s BORE,2",,150# RFWN FLANGE A182-F304/304L SS S/40s BORE,2,0
1139,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A182-F316/316L SS S/10s  "D M",2",,150# RFWN FLANGE A182-F316/316L SS S/10s  "D M",2,0
1140,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A182-F316/316L SS S/10s BORE,2",,150# RFWN FLANGE A182-F316/316L SS S/10s BORE,2,0
1141,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE A182-F316/316L SS S/40s BORE,2",,150# RFWN FLANGE A182-F316/316L SS S/40s BORE,2,0
1142,16,FLG,FLANGE-WN,2" 150# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/40s BORE,2",,150# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/40s BORE,2,0
1143,16,FLG,FLANGE-WN,2" 150# RFWN FLANGES A182-F304/304L SS S/10s BORE,2",,150# RFWN FLANGES A182-F304/304L SS S/10s BORE,2,0
1144,16,FLG,FLANGE-WN,2" 150# RFWN FLANGES A182-F316/316L SS S/10s BORE,2",,150# RFWN FLANGES A182-F316/316L SS S/10s BORE,2,0
1145,16,FLG,FLANGE-WN,2" 1500# RTJ WELD NECK FLANGE A105 CS  S/160 BORE,2",,1500# RTJ WELD NECK FLANGE A105 CS  S/160 BORE,2,0
1146,17,FTG,45D EL,2" 180° ELL A234-WPB SMLS CE S/80 BORE,2",,180° ELL A234-WPB SMLS CE S/80 BORE,2,0
1147,17,FTG,45D EL,2" 180° ELL A234-WPB SMLS CS S/80 BORE,2",,180° ELL A234-WPB SMLS CS S/80 BORE,2,0
1148,17,FTG,45D EL,2" 180D ELL A234-WPB SMLS CS  S/80 BORE,2",,180D ELL A234-WPB SMLS CS  S/80 BORE,2,0
1149,20,FTG,CAP,2" 2000# THRD CAP A105 GALVANIZED CS,2",,2000# THRD CAP A105 GALVANIZED CS,2,0
1150,32,FTG,TEE,2" 2000# THRD TEE A105 GALVANIZED CS,2",,2000# THRD TEE A105 GALVANIZED CS,2,0
1151,5,FLG-BLIND,BLIND FLANGE,2" 300# RF BLIND A105 CS,2",,300# RF BLIND A105 CS,2,0
1152,5,FLG-BLIND,BLIND FLANGE,2" 300# RF BLIND FLANGE A105 CS,2",,300# RF BLIND FLANGE A105 CS,2,0
1153,5,FLG-BLIND,BLIND FLANGE,2" 300# RF BLIND FLANGE A105N CS,2",,300# RF BLIND FLANGE A105N CS,2,0
1154,5,FLG-BLIND,BLIND FLANGE,2" 300# RF BLIND FLANGE A350-LF2 CLASS-1 LTCS,2",,300# RF BLIND FLANGE A350-LF2 CLASS-1 LTCS,2,0
1155,5,FLG-BLIND,BLIND FLANGE,2" 300# RF BLIND FLANGE ALLOY C276 B462 UNS-N10276 ,2",,300# RF BLIND FLANGE ALLOY C276 B462 UNS-N10276,2,0
1156,5,FLG-BLIND,BLIND FLANGE,2" 300# RF BLIND FLANGES SA105N CS,2",,300# RF BLIND FLANGES SA105N CS,2,0
1157,12,FLG,FLANGE-SLIP-ON,2" 300# RF SLIP-ON FLANGES A105 CS,2",,300# RF SLIP-ON FLANGES A105 CS,2,0
1158,6,FLG-BLIND,SPECTACLE BLIND,2" 300# RF SPEC BLIND A516-70,2",,300# RF SPEC BLIND A516-70,2,0
1159,15,FLG,FLANGE-THRD,2" 300# RF THRD FLANGE A105 CS ,2",,300# RF THRD FLANGE A105 CS,2,0
1160,14,FLG,FLANGE-SW,2" 300# RFSW FLANGE A105 CS S/80 BORE,2",,300# RFSW FLANGE A105 CS S/80 BORE,2,0
1161,14,FLG,FLANGE-SW,2" 300# RFSW FLANGE A105 CS S/XS BORE,2",,300# RFSW FLANGE A105 CS S/XS BORE,2,0
1162,14,FLG,FLANGE-SW,2" 300# RFSW FLANGE A105N CS S/80 BORE,2",,300# RFSW FLANGE A105N CS S/80 BORE,2,0
1163,14,FLG,FLANGE-SW,2" 300# RFSW FLANGE A182-F317L SS S/80s BORE DUAL STAMPED,2",,300# RFSW FLANGE A182-F317L SS S/80s BORE DUAL STAMPED,2,0
1164,14,FLG,FLANGE-SW,2" 300# RFSW FLANGE S/80 BORE A105 CS,2",,300# RFSW FLANGE S/80 BORE A105 CS,2,0
1165,14,FLG,FLANGE-SW,2" 300# RFSW FLANGES A105 CS S/80 BORE,2",,300# RFSW FLANGES A105 CS S/80 BORE,2,0
1166,16,FLG,FLANGE-WN,2" 300# RFWN FLANGE A105 CS S/160 BORE,2",,300# RFWN FLANGE A105 CS S/160 BORE,2,0
1167,16,FLG,FLANGE-WN,2" 300# RFWN FLANGE A105 CS S/80 BORE,2",,300# RFWN FLANGE A105 CS S/80 BORE,2,0
1168,16,FLG,FLANGE-WN,2" 300# RFWN FLANGE A105 CS S/XS BORE,2",,300# RFWN FLANGE A105 CS S/XS BORE,2,0
1169,16,FLG,FLANGE-WN,2" 300# RFWN FLANGE A105 KILLED CS S/XS BORE,2",,300# RFWN FLANGE A105 KILLED CS S/XS BORE,2,0
1170,16,FLG,FLANGE-WN,2" 300# RFWN FLANGE A182-F304/304L SS S/10s BORE,2",,300# RFWN FLANGE A182-F304/304L SS S/10s BORE,2,0
1171,16,FLG,FLANGE-WN,2" 300# RFWN FLANGE S/80 BORE A105 CS,2",,300# RFWN FLANGE S/80 BORE A105 CS,2,0
1172,16,FLG,FLANGE-WN,2" 300# RFWN FLANGE S/80 BORE SA105N CS,2",,300# RFWN FLANGE S/80 BORE SA105N CS,2,0
1173,10,FLG,FLANGE-ORIFICE,2" 300# RFWN ORIFICE FLANGE A105 CS S/XS BORE W/.5" SW TAPS,2",,300# RFWN ORIFICE FLANGE A105 CS S/XS BORE W/.5" SW TAPS,2,0
1174,10,FLG,FLANGE-ORIFICE,2" 300# RFWN ORIFICE FLANGE W/.5" SW TAPS S/XS BORE,2",,300# RFWN ORIFICE FLANGE W/.5" SW TAPS S/XS BORE,2,0
1175,6,FLG-BLIND,SPECTACLE BLIND,2" 300# SPEC BLIND A240-317L SS .375 THICK,2",,300# SPEC BLIND A240-317L SS .375 THICK,2,0
1176,77,VALVE,VALVE-BALL,2" 300# SWxTHRD, BALL VALVE, CS BODY, 316SS TRIM, RTFE ST, OHW,2",,300# SWxTHRD, BALL VALVE, CS BODY, 316SS TRIM, RTFE ST, OHW,2,0
1177,18,FTG,90D EL,2" 300# THRD 90D ELL A197 GALVANIZED MI,2",,300# THRD 90D ELL A197 GALVANIZED MI,2,0
1178,18,FTG,90D EL,2" 300# THRD 90D ELL A197 MI,2",,300# THRD 90D ELL A197 MI,2,0
1179,21,FTG,COUPLING,2" 300# THRD COUPLING A197 GALVANIZED MI,2",,300# THRD COUPLING A197 GALVANIZED MI,2,0
1180,32,FTG,TEE,2" 300# THRD TEE A197 GALVANIZED MI,2",,300# THRD TEE A197 GALVANIZED MI,2,0
1181,32,FTG,TEE,2" 300# THRD TEE A197-MI,2",,300# THRD TEE A197-MI,2,0
1182,34,FTG,UNION,2" 300# THRD UNION A197 GALVANIZED MI,2",,300# THRD UNION A197 GALVANIZED MI,2,0
1183,34,FTG,UNION,2" 300# THRD UNION A197 MI,2",,300# THRD UNION A197 MI,2,0
1184,34,FTG,UNION,2" 300# THRD UNION GALVANIZED MI W/BRASS SEATS,2",,300# THRD UNION GALVANIZED MI W/BRASS SEATS,2,0
1185,32,FTG,TEE,2" 3000 SW TEE A105 CS,2",,3000 SW TEE A105 CS,2,0
1186,17,FTG,45D EL,2" 3000# SW 45D ELL A105 CS,2",,3000# SW 45D ELL A105 CS,2,0
1187,17,FTG,45D EL,2" 3000# SW 45D ELL A182-F317SS ,2",,3000# SW 45D ELL A182-F317SS,2,0
1188,18,FTG,90D EL,2" 3000# SW 90D ELL A105 CS ,2",,3000# SW 90D ELL A105 CS,2,0
1189,18,FTG,90D EL,2" 3000# SW 90D ELL A105 KILLED CS,2",,3000# SW 90D ELL A105 KILLED CS,2,0
1190,18,FTG,90D EL,2" 3000# SW 90D ELL A182-F316SS ,2",,3000# SW 90D ELL A182-F316SS,2,0
1191,18,FTG,90D EL,2" 3000# SW 90D ELL A182-F317SS ,2",,3000# SW 90D ELL A182-F317SS,2,0
1192,20,FTG,CAP,2" 3000# SW CAP A105 CS,2",,3000# SW CAP A105 CS,2,0
1193,21,FTG,COUPLING,2" 3000# SW COUPLING  A105 CS,2",,3000# SW COUPLING  A105 CS,2,0
1194,21,FTG,COUPLING,2" 3000# SW COUPLING A105 CS ,2",,3000# SW COUPLING A105 CS,2,0
1195,21,FTG,COUPLING,2" 3000# SW COUPLING A105CS,2",,3000# SW COUPLING A105CS,2,0
1196,18,FTG,90D EL,2" 3000# SW QUICK-LEG 90D ELL A105 CS (BONNY FORGE),2",,3000# SW QUICK-LEG 90D ELL A105 CS (BONNY FORGE),2,0
1197,32,FTG,TEE,2" 3000# SW TEE A105 CS,2",,3000# SW TEE A105 CS,2,0
1198,32,FTG,TEE,2" 3000# SW TEE A182-F316SS,2",,3000# SW TEE A182-F316SS,2,0
1199,32,FTG,TEE,2" 3000# SW TEE A182-F317L SS ,2",,3000# SW TEE A182-F317L SS,2,0
1200,34,FTG,UNION,2" 3000# SW UNION A105 CS,2",,3000# SW UNION A105 CS,2,0
1201,18,FTG,90D EL,2" 3000# THRD 90D ELL A105 CS,2",,3000# THRD 90D ELL A105 CS,2,0
1202,18,FTG,90D EL,2" 3000# THRD 90D ELL A105 GALVANIZED FORGED CS,2",,3000# THRD 90D ELL A105 GALVANIZED FORGED CS,2,0
1203,18,FTG,90D EL,2" 3000# THRD QUICKLEG 90D ELL A105 CS,2",,3000# THRD QUICKLEG 90D ELL A105 CS,2,0
1204,32,FTG,TEE,2" 3000# THRD TEE A105 CS ,2",,3000# THRD TEE A105 CS,2,0
1205,34,FTG,UNION,2" 3000# THRD UNION A105 CS,2",,3000# THRD UNION A105 CS,2,0
1206,17,FTG,45D EL,2" 45 ELL 3000# SW, CS A105,2",,45 ELL 3000# SW, CS A105,2,0
1207,17,FTG,45D EL,2" 45° ELL A234-WPB SMLS CS S/80 BORE,2",,45° ELL A234-WPB SMLS CS S/80 BORE,2,0
1208,17,FTG,45D EL,2" 45D ELL A234-WPB SMLS CS S/80 BORE,2",,45D ELL A234-WPB SMLS CS S/80 BORE,2,0
1209,17,FTG,45D EL,2" 45D ELL A234-WPB SMLS CS S/XS BORE,2",,45D ELL A234-WPB SMLS CS S/XS BORE,2,0
1210,17,FTG,45D EL,2" 45D ELL A403-WP304/304L S/10s SEAMLESS SS,2",,45D ELL A403-WP304/304L S/10s SEAMLESS SS,2,0
1211,17,FTG,45D EL,2" 45D ELL A403-WP316/316L S/10s SEAMLESS SS,2",,45D ELL A403-WP316/316L S/10s SEAMLESS SS,2,0
1212,5,FLG-BLIND,BLIND FLANGE,2" 600# RF BLIND FLANGE A105N W/SW .75" TAP IN CENTER,2",,600# RF BLIND FLANGE A105N W/SW .75" TAP IN CENTER,2,0
